,label,ID,strategy,augmented_strategy
0,1,840,House guests - I like to have people over that include our son and get along well with him., 
1,1,840,House guests - I like to have people over that include our son and get along well with him., 
2,1,840,House guests - I like to have people over that include our son and get along well with him., 
3,1,840,House guests - I like to have people over that include our son and get along well with him., 
4,1,840,House guests - I like to have people over that include our son and get along well with him., 
5,1,840,House guests - I like to have people over that include our son and get along well with him., 
6,1,840,House guests - I like to have people over that include our son and get along well with him., 
7,1,840,House guests - I like to have people over that include our son and get along well with him., 
8,1,840,House guests - I like to have people over that include our son and get along well with him., 
9,1,840,We get out the apron and stool so he can help us with measuring and pouring., 
10,1,840,We get out the apron and stool so he can help us with measuring and pouring., 
11,1,840,We get out the apron and stool so he can help us with measuring and pouring., 
12,1,840,We get out the apron and stool so he can help us with measuring and pouring., 
13,1,840,We get out the apron and stool so he can help us with measuring and pouring., 
14,1,840,We get out the apron and stool so he can help us with measuring and pouring., 
15,0,840,We go to restaurants I know our son will sit down and eat., 
16,0,840,We go to restaurants I know our son will sit down and eat., 
17,0,840,We go to restaurants I know our son will sit down and eat., 
18,0,840,We go to restaurants I know our son will sit down and eat., 
19,0,840,We go to restaurants I know our son will sit down and eat., 
20,0,840,We go to restaurants I know our son will sit down and eat., 
21,0,840,We go to restaurants I know our son will sit down and eat., 
22,0,840,Small groups, 
23,0,840,Small groups, 
24,0,840,Small groups, 
25,0,840,Small groups, 
26,0,840,Small groups, 
27,0,840,Small groups, 
28,0,840,Small groups, 
29,0,840,We have a really great music teacher that keeps our son engaged in the class., 
30,0,840,We have a really great music teacher that keeps our son engaged in the class., 
31,0,840,We have a really great music teacher that keeps our son engaged in the class., 
32,0,840,We have a really great music teacher that keeps our son engaged in the class., 
33,0,840,We have a really great music teacher that keeps our son engaged in the class., 
34,0,840,We have a really great music teacher that keeps our son engaged in the class., 
35,0,840,We have a really great music teacher that keeps our son engaged in the class., 
36,0,840,We have a really great music teacher that keeps our son engaged in the class., 
37,0,840,We have a really great music teacher that keeps our son engaged in the class., 
38,0,840,We have a really great music teacher that keeps our son engaged in the class., 
39,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
40,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
41,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
42,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
43,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
44,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
45,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
46,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
47,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
48,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
49,0,840,"Our son likes to have time on the computer, so he has time on our Ipad.  ", 
50,4,840,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", 
51,4,840,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", 
52,4,840,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", 
53,4,840,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", 
54,4,840,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", 
55,4,840,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", 
56,4,840,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", 
57,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
58,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
59,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
60,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
61,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
62,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
63,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
64,0,840,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", 
65,0,840,We bought some fun kids soap for the bathroom so he will want his hands more often., 
66,0,840,We bought some fun kids soap for the bathroom so he will want his hands more often., 
67,0,840,We bought some fun kids soap for the bathroom so he will want his hands more often., 
68,0,840,We bought some fun kids soap for the bathroom so he will want his hands more often., 
69,0,840,We bought some fun kids soap for the bathroom so he will want his hands more often., 
70,0,840,We bought some fun kids soap for the bathroom so he will want his hands more often., 
