ID,label,strategy,augmented_strategy,H_yb,predicted_label_null,correct_yb
840,1,House guests - I like to have people over that include our son and get along well with him., ,2.396652787,0,FALSE
840,1,We get out the apron and stool so he can help us with measuring and pouring., ,2.396652787,0,FALSE
840,0,We go to restaurants I know our son will sit down and eat., ,1.714221479,0,TRUE
840,0,Small groups, ,1.714221479,0,TRUE
840,0,We have a really great music teacher that keeps our son engaged in the class., ,1.714221479,0,TRUE
840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ", ,1.714221479,0,TRUE
840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.", ,2.196228434,0,FALSE
840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".", ,1.714221479,0,TRUE
840,0,We bought some fun kids soap for the bathroom so he will want his hands more often., ,1.714221479,0,TRUE
840,0,"We bring some of his favourite things to play on in group settings such as a party.  For example, his DS or our Ipad for games.  It keeps him settled and focused.", ,1.714221479,0,TRUE
840,0,We have a mini trampoline that helps all the kids burn off some energy., ,1.714221479,0,TRUE
840,0,We avoid busy crowded events that would be too much for our son., ,1.714221479,0,TRUE
840,0,We try not to over stimulate him with too many people which can creat too much excitement for him., ,1.714221479,0,TRUE
840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.", ,1.714221479,0,TRUE
840,2,Finding restaurants that serve food that our son likes., ,2.778419369,0,FALSE
840,0,We try to use our bikes lots and go to the pool., ,1.714221479,0,TRUE
840,0,Bringing some activities to keep our son sitting at the table., ,1.714221479,0,TRUE
840,0,Going to places where it is not too big so we can give him the unstructured opportunities., ,1.714221479,0,TRUE
840,0,Finding restaurants that are kid friendly., ,1.714221479,0,TRUE
840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy., ,1.714221479,0,TRUE
840,0,Playing together as a family., ,1.714221479,0,TRUE
840,0,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc., ,1.714221479,0,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son., ,2.196228434,0,FALSE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies., ,1.714221479,0,TRUE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ", ,1.714221479,0,TRUE
840,0,We typically invite friends or family that we know get along with our son in a positive way., ,1.714221479,0,TRUE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in., ,1.714221479,0,TRUE
840,1,Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc., ,2.396652787,0,FALSE
840,0,Earlier in the day is better., ,1.714221479,0,TRUE
840,1,"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes.", ,2.396652787,0,FALSE
840,1,"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals.", ,2.396652787,0,FALSE
840,0,We have really good friends that helps us with activities in the community., ,1.714221479,0,TRUE
840,0,He loves the games we have on the IPAD and it helps him with his letters and numbers too., ,1.714221479,0,TRUE
840,0,We have recently started going to movies and he likes them alot.  We bring along some of his favourite treats to keep him in his seat., ,1.714221479,0,TRUE
840,0,Keeping things simple., ,1.714221479,0,TRUE
840,0,We have our costumes easily accessible so we can play dress up., ,1.714221479,0,TRUE
840,0,We go to the library to take out cd's and also audio books with pictures., ,1.714221479,0,TRUE
840,0,As for social gatherings we try not to attend too many but a few that we know he would like. Our son has a few good friends that they play really well and so we try to schedule those a few times a week., ,1.714221479,0,TRUE
840,0,We try to find activities that is a right fit for our son., ,1.714221479,0,TRUE
840,0,For community attractions - we like to go earlier in the day when there is less people and therefore less noise and stimulation., ,1.714221479,0,TRUE
840,4,"Hiking is great, he knows to stay on the path.", ,2.196228434,0,FALSE
840,0,We also have a mini trampoline to help him with burning off some energy., ,1.714221479,0,TRUE
840,0,Controlled environment, ,1.714221479,0,TRUE
840,0,Clean up - we sing songs too and have his siblings help as well., ,1.714221479,0,TRUE
840,0,"We try to keep kid friendly doctors, dentists etc.  ", ,1.714221479,0,TRUE
840,1,"As for mealtimes, we have some of his favourites but also we try to put something new on his plate to try.  Sometimes he just kisses or licks the new food item.  Other times we can get him to take a bite of the new food item.  He earns extra electronic time if he tries new foods.", ,2.396652787,0,FALSE
840,4,We have not enrolled our son in any organized groups but perhaps once he starts school he will show some interest., ,2.196228434,0,FALSE
840,0,Social gatherings - we like to keep it simple and with people our son is familiar with., ,1.714221479,0,TRUE
840,0,We use an hour glass timer to brush his teeth.  The timer is a 2 minute timer that he can watch the sand go through., ,1.714221479,0,TRUE
840,0,He loves the water and the beach.  Bringing lots of sand toys to build and dig., ,1.714221479,0,TRUE
840,0,We have story time each nite before bed.  Sometimes we listen to books on tape while the holding the book., ,1.714221479,0,TRUE
840,0,Parties and guests I like to have over during the day so that it is not close to bed time., ,1.714221479,0,TRUE
840,0,We try to keep the holiday gatherings and birthday parties simple and not too many people., ,1.714221479,0,TRUE
840,0,Keeping the classes short and on task really helps our son., ,1.714221479,0,TRUE
840,4,We have not tried any organized sports yet but would like to try in the future., ,2.196228434,0,FALSE
840,0,"We all try to use a calm voice and ""use our words"".", ,1.714221479,0,TRUE
840,2,We add food colouring to water to make it fun and more stimulating.  , ,2.778419369,0,FALSE
840,0,Unloading the groceries we sing songs and he unloads all his favorite foods!, ,1.714221479,0,TRUE
840,0,We have a new park and playground which is great and we ride our bikes there and back., ,1.714221479,0,TRUE
840,0,We have music lessons once a week and our son really likes it.  He has a great teacher who keeps his attention and gets him to participate., ,1.714221479,0,TRUE
01-103,3,Development (fine + gross motor), ,2.822455761,0,FALSE
01-103,1,Development--> freedom to explore + play with some structure + routine, ,2.396652787,0,FALSE
01-103,4,speech, ,2.196228434,0,FALSE
01-103,0,Socialization, ,1.714221479,0,TRUE
01-103,3,"Gross motor--> trampoline, climbing wall, bikes, playing with siblings", ,2.822455761,0,FALSE
01-103,0,It takes 2 to talk- ??? Program for speech therapy, ,1.714221479,0,TRUE
01-103,0,Socialization, ,1.714221479,0,TRUE
01-103,3,"Gross motor--> trampoline, climbing wall, bikes, playing with siblings", ,2.822455761,0,FALSE
01-103,4,It takes 2 to talk- ??? Program for speech therapy, ,2.196228434,0,FALSE
01-103,4,speech, ,2.196228434,0,FALSE
01-103,1,Development--> freedom to explore + play with some structure + routine, ,2.396652787,0,FALSE
01-103,4,Development (fine + gross motor), ,2.196228434,0,FALSE
01-029,2,We offer choices in foods/ snacks- encourage her to choose from options, ,2.778419369,0,FALSE
01-029,4,Would love more initiative shown in dressing and personal care, ,2.196228434,0,FALSE
01-029,1,Encourage to help tidy and put away prior to moving to another activity, ,2.396652787,0,FALSE
01-029,1,Positive encouragement, ,2.396652787,0,FALSE
01-029,4,NOT IN DAYCARE, ,2.196228434,0,FALSE
01-029,4,Jennifer handles the changes well in the home, ,2.196228434,0,FALSE
01-029,2,Encourage interest, ,2.778419369,0,FALSE
01-029,4,*House guests are difficult in our home. We foster medically fragile children so this doesn't happen a lot., ,2.196228434,0,FALSE
01-029,4,Would love her to be more involved in choosing healthy meals and snacks, ,2.196228434,0,FALSE
01-029,4,NOT IN DAYCARE, ,2.196228434,0,FALSE
01-029,1,Encourage to participate in a variety of different activities, ,2.396652787,0,FALSE
01-029,0,Our adult-child ratio is typically 1:2 or at times 1:1. Typically well supported through events/activities, ,1.714221479,0,TRUE
01-029,1,We attempt to get her to help gather supplies, ,2.396652787,0,FALSE
01-029,4,NOT IN DAYCARE, ,2.196228434,0,FALSE
01-029,0,Role modelling, ,1.714221479,0,TRUE
171,0,hire more experience teachers - young teachers who have not completed school and have no children of their own do not understand the realities of handling children, ,1.714221479,0,TRUE
171,0,Needs quiet activities - that do not overstimulate him, ,1.714221479,0,TRUE
171,1,Positive Reinforcement for helping with cleaning , ,2.396652787,0,FALSE
171,2,Screen time is a reward for good behavior, ,2.778419369,0,FALSE
171,0,bringing in additional assistance - occupational therapists to assist teachers, ,1.714221479,0,TRUE
171,2,motivation - if he behaves while running errands he can get a treat, ,2.778419369,0,FALSE
171,2,consequences - if he does not behave then he will not get to run his errand to the ice cream store, ,2.778419369,0,FALSE
171,2,Motivational Rewards for taking care of their toys, ,2.778419369,0,FALSE
171,1,Positive reinforcement & rewards for doing these chores with out being asked, ,2.396652787,0,FALSE
171,0,Needs to change activities often to keep his attention, ,1.714221479,0,TRUE
171,0,Exercise programs - for young children to help them keep their senses in balance, ,1.714221479,0,TRUE
171,0,"we have a lot of family in town and they have good relationships with their grandparents, aunts, uncles and cousins", ,1.714221479,0,TRUE
171,0,We have flexible work schedules which allow us to be home with the kids some times - rather than have them in daycare all of the time, ,1.714221479,0,TRUE
171,1,Positive reinforcement for completing these chores independently, ,2.396652787,0,FALSE
171,2,Motivational rewards for completing the chores independently, ,2.778419369,0,FALSE
171,0,Screen time is limited, ,1.714221479,0,TRUE
171,2,Screen time is a consequence for poor choices, ,2.778419369,0,FALSE
171,0,packing a book and blanket - he can curl up in the back of a shopping cart - it is his own little fort, ,1.714221479,0,TRUE
171,2,Have options to write or color - he focuses well on writing or drawing, ,2.778419369,0,FALSE
171,0,Parental involvement is important, ,1.714221479,0,TRUE
171,2,Consequences of losing the toys they don't take care of, ,2.778419369,0,FALSE
02-003,0,Try to keep any connotation away from it, ,1.714221479,0,TRUE
02-003,1,When he helps give lots of encouragement, ,2.396652787,0,FALSE
02-003,1,"A lot is afe and personality, very reserved. Let him come out of shell on his own", ,2.396652787,0,FALSE
02-003,0,Shut TV off more, ,1.714221479,0,TRUE
02-003,1,Offer encouragement, ,2.396652787,0,FALSE
02-003,0,I try not to allow his siblings to control him too much, ,1.714221479,0,TRUE
02-003,0,Increase parental social life, ,1.714221479,0,TRUE
02-003,0,Maintain friendly relationship with sitter, ,1.714221479,0,TRUE
02-003,1,Lots of encouragement and demonstrating, ,2.396652787,0,FALSE
02-003,0,Because of age encourage siblings to let him participate, ,1.714221479,0,TRUE
02-003,0,Show how to do the activity and allow him to copy, ,1.714221479,0,TRUE
02-003,0,Try to be patient, ,1.714221479,0,TRUE
02-003,0,Try to get siblings to let him do stuff, ,1.714221479,0,TRUE
02-003,0,Offer more opportunities, ,1.714221479,0,TRUE
02-003,1,Go to see/introduce to broader range, ,2.396652787,0,FALSE
02-003,1,Getting him involved, ,2.396652787,0,FALSE
02-003,0,Don't discourage sitters choices, ,1.714221479,0,TRUE
02-003,0,When home alone allow more freedom, ,1.714221479,0,TRUE
02-003,1,Reduce stress, ,2.396652787,0,FALSE
02-003,1,When he does something I praise/thank him, ,2.396652787,0,FALSE
02-003,1,Lettimg his see what he is capable of, ,2.396652787,0,FALSE
02-003,1,We try to show that there's nothing to fear, ,2.396652787,0,FALSE
02-003,1,We let him decide if he's ready to participate, ,2.396652787,0,FALSE
02-003,1,Keep him going, ,2.396652787,0,FALSE
02-003,1,Try to keep him involved, ,2.396652787,0,FALSE
02-003,2,"When time to get dressed we expect him to help ie: we put the shirt over his head, he puts his arms through the sleeves", ,2.778419369,0,FALSE
02-003,1,Extra encouragement when he does it as requested, ,2.396652787,0,FALSE
02-003,0,Demonsrate how we like things done, ,1.714221479,0,TRUE
02-003,0,Keep his routines the same, ,1.714221479,0,TRUE
02-003,1,I try to let him do it himself, ,2.396652787,0,FALSE
02-003,3,Help him where he's struggling, ,2.822455761,0,FALSE
72,2,Get him to watch different shows, ,2.778419369,0,FALSE
72,0,show him pictues of places we go, ,1.714221479,0,TRUE
72,0,take a toy, ,1.714221479,0,TRUE
72,0,read books about outings, ,1.714221479,0,TRUE
72,0,Try to go more, ,1.714221479,0,TRUE
72,0,read books about it, ,1.714221479,0,TRUE
72,0,side by side play, ,1.714221479,0,TRUE
72,0,bring something familiar to him, ,1.714221479,0,TRUE
72,0,Using picture schedule, ,1.714221479,0,TRUE
72,0,social stories, ,1.714221479,0,TRUE
72,0,read stories about these activities, ,1.714221479,0,TRUE
72,2,finding fun puzzels on tablet, ,2.778419369,0,FALSE
72,1,Encourage to try new things, ,2.396652787,0,FALSE
72,1,Get him comfortable, ,2.396652787,0,FALSE
72,1,don't force him to socialize, ,2.396652787,0,FALSE
72,1,encourage him a share and participate, ,2.396652787,0,FALSE
72,0,bring things to occupy him, ,1.714221479,0,TRUE
72,0,take him to familiar places, ,1.714221479,0,TRUE
72,3,help him interact with others, ,2.822455761,0,FALSE
